Name,Score,Consistency,Metabolite Annotation,Reaction Annotation,Gene Annotation,SBO annotation,,,Score,Consistency,Metabolite Annotation,Reaction Annotation,Gene Annotation,SBO annotation
1454643.3,83,90.97,54.54,55.46,40,90.91,,,,,,,,
1454644.3,83,91.17,54.54,55.45,40,90.91,,,,,,,,
1454645.3,83,90.84,54.54,55.46,40,90.91,,,,,,,,
1455315.5,84,93.76,54.54,55.44,40,90.91,,,,,,,,
1463164.204,83,92.58,54.54,55.47,40,90.91,,,,,,,,
1463165.82,83,91.35,54.54,55.47,40,90.91,,,,,,,,
1507806.5,84,94.94,54.54,55.36,40,90.91,,,,,,,,
1530123.79,84,93.86,54.54,55.45,40,90.91,,,,,,,,
1563222.9,83,91.3,54.54,55.46,40,90.91,,,,,,,,
1617964.3,83,91.98,54.54,55.46,40,90.91,,,,,,,,
1620419.123,83,90.87,54.54,55.46,40,90.91,,,,,,,,
1639133.23,83,91.38,54.54,55.46,40,90.91,,,,,,,,
1648923.37,84,93.07,54.54,55.44,40,90.91,,,,,,,,
1667327.52,83,91.56,54.54,55.47,40,90.91,,,,,,,,
1686392.3,83,91.2,54.54,55.46,40,90.91,,,,,,,,
1686396.3,83,91.19,54.54,55.46,40,90.91,,,,,,,,
1697043.4,83,92.62,54.54,55.46,40,90.91,,,,,,,,
1759399.3,84,95.31,54.54,55.37,40,90.91,,,,,,,,
1806053.29,84,95.29,54.54,55.39,40,90.91,,,,,,,,
1812934.3,83,90.86,54.54,55.46,40,90.91,,,,,,,,
1812935.7,83,92.06,54.54,55.47,40,90.91,,,,,,,,
1839789.3,83,92.45,54.54,55.45,40,90.91,,,,,,,,
1920110.3,83,92.02,54.54,55.46,40,90.91,,,,,,,,
1935181.3,83,92.05,54.54,55.45,40,90.91,,,,,,,,
1962118.4,83,92.64,54.54,55.46,40,90.91,,,,,,,,
1977852.3,83,92.42,54.54,55.45,40,90.91,,,,,,,,
2026186.18,83,92.41,54.54,55.45,40,90.91,,,,,,,,
2026187.8,84,92.96,54.54,55.45,40,90.91,,,,,,,,
2026240.33,83,91.7,54.54,55.47,40,90.91,,,,,,,,
2027919.315,83,91.09,54.54,55.46,40,90.91,,,,,,,,
2048778.3,83,92.2,54.54,55.46,40,90.91,,,,,,,,
2058152.49,83,90.67,54.54,55.47,40,90.91,,,,,,,,
2067421.3,83,91.57,54.54,55.46,40,90.91,,,,,,,,
2072463.9,83,91.82,54.54,55.46,40,90.91,,,,,,,,
2077147.3,83,91.28,54.54,55.47,40,90.91,,,,,,,,
2077148.3,83,91.94,54.54,55.46,40,90.91,,,,,,,,
2077149.3,83,91.43,54.54,55.46,40,90.91,,,,,,,,
2126982.6,83,91.88,54.54,55.45,40,90.91,,,,,,,,
2259134.3,85,96.4,54.54,55.39,40,90.91,,,,,,,,
2420308.3,84,94.23,54.54,55.38,40,90.91,,,,,,,,
2420309.3,83,91.27,54.54,55.38,40,90.91,,,,,,,,
2420310.3,84,94.25,54.54,55.38,40,90.91,,,,,,,,
2420313.3,83,92.04,54.54,55.41,40,90.91,,,,,,,,
2489010.6,83,91.11,54.54,55.47,40,90.91,,,,,,,,
2500132.3,82,90.14,54.54,55.46,40,90.91,,,,,,,,
2545800.3,83,91.83,54.54,55.47,40,90.91,,,,,,,,
2572075.3,84,94.96,54.54,55.37,40,90.91,,,,,,,,
2572089.3,85,97.41,54.54,55.2,40,90.91,,,,,,,,
2576376.3,84,93.53,54.54,55.37,40,90.91,,,,,,,,
2590157.5,83,90.54,54.54,55.48,40,90.91,,,,,,,,
2592065.4,83,91.75,54.54,55.46,40,90.91,,,,,,,,
2666100.4,84,93.41,54.54,55.41,40,90.91,,,,,,,,
2697517.3,83,91.98,54.54,55.46,40,90.91,,,,,,,,
2807624.3,84,93.71,54.54,55.41,40,90.91,,,,,,,,
2807625.3,84,93.4,54.54,55.42,40,90.91,,,,,,,,
2810404.4,83,92.25,54.54,55.46,40,90.91,,,,,,,,
2810405.4,83,92.15,54.54,55.46,40,90.91,,,,,,,,
2810406.4,83,92.3,54.54,55.46,40,90.91,,,,,,,,
2810407.4,83,92.01,54.54,55.46,40,90.91,,,,,,,,
2810408.4,83,91.68,54.54,55.46,40,90.91,,,,,,,,
2810409.4,83,91.74,54.54,55.46,40,90.91,,,,,,,,
2829835.3,83,91.45,54.54,55.47,40,90.91,,,,,,,,
2829836.3,83,91.55,54.54,55.47,40,90.91,,,,,,,,
2838237.5,85,96.65,54.54,55.44,40,90.91,,,,,,,,
2838238.5,84,94.13,54.54,55.43,40,90.91,,,,,,,,
2848143.3,83,92.06,54.54,55.46,40,90.91,,,,,,,,
2876028.6,83,91.81,54.54,55.46,40,90.91,,,,,,,,
87883.77,83,92.64,54.54,55.47,40,90.91,,,,,,,,
90062.4,84,93.57,54.54,55.43,40,90.91,,,,,,,,
90245.4,84,94.55,54.54,55.42,40,90.91,,,,,,,,
90370.93,83,91.2,54.54,55.45,40,90.91,,,,,,,,
90371.903,83,90.63,54.54,55.46,40,90.91,,,,,,,,
91891.57,84,92.92,54.54,55.44,40,90.91,,,,,,,,
91892.16,84,93.66,54.54,55.44,40,90.91,,,,,,,,
93061.132,84,93.3,54.54,55.41,40,90.91,,,,,,,,
95485.5,83,92.3,54.54,55.48,40,90.91,,,,,,,,
95486.86,83,91.62,54.54,55.48,40,90.91,,,,,,,,
867914.5,84,94.48,54.54,55.42,40,90.91,,,,,,,,
881260.9,83,90.46,54.54,55.46,40,90.91,,,,,,,,
884204.6,83,91.89,54.54,55.47,40,90.91,,,,,,,,
887712.6,85,95.78,54.54,55.29,40,90.91,,,,,,,,
888727.21,85,95.87,54.54,55.35,40,90.91,,,,,,,,
908937.9,84,93.91,54.54,55.38,40,90.91,,,,,,,,
909952.3,84,92.95,54.54,55.41,40,90.91,,,,,,,,
910265.3,83,91.91,54.54,55.47,40,90.91,,,,,,,,
930944.6,84,92.82,54.54,55.45,40,90.91,,,,,,,,
935296.3,83,91.66,54.54,55.47,40,90.91,,,,,,,,
936153.3,84,93.62,54.54,55.41,40,90.91,,,,,,,,
940296.3,84,94.15,54.54,55.4,40,90.91,,,,,,,,
941323.4,83,91.87,54.54,55.46,40,90.91,,,,,,,,
948564.7,83,91.59,54.54,55.45,40,90.91,,,,,,,,
985079.5,84,93.72,54.54,55.45,40,90.91,,,,,,,,
991915.7,83,92.02,54.54,55.46,40,90.91,,,,,,,,
991919.15,83,92.22,54.54,55.46,40,90.91,,,,,,,,
997873.77,84,94.3,54.54,55.41,40,90.91,,,,,,,,
997879.7,84,93.34,54.54,55.43,40,90.91,,,,,,,,
997890.6,84,93.35,54.54,55.42,40,90.91,,,,,,,,
999416.5,84,93.26,54.54,55.43,40,90.91,,,,,,,,
