Name,Score,Consistency,Metabolite Annotation,Reaction Annotation,Gene Annotation,SBO annotation,,,Score,Consistency,Metabolite Annotation,Reaction Annotation,Gene Annotation,SBO annotation
431946.3,83,91.18,54.54,55.46,40,90.91,,,,,,,,
431947.7,85,95.83,54.54,55.37,40,90.91,,,,,,,,
434924.5,84,93.99,54.54,55.4,40,90.91,,,,,,,,
439334.628,83,91.64,54.54,55.45,40,90.91,,,,,,,,
440524.124,83,90.53,54.54,55.46,40,90.91,,,,,,,,
441162.11,83,91.27,54.54,55.47,40,90.91,,,,,,,,
443150.4,84,93.71,54.54,55.45,40,90.91,,,,,,,,
455434.6,85,96.35,54.54,55.24,40,90.91,,,,,,,,
469616.3,84,94.48,54.54,55.39,40,90.91,,,,,,,,
469618.1,84,93.84,54.54,55.4,40,90.91,,,,,,,,
471876.6,84,93.57,54.54,55.37,40,90.91,,,,,,,,
478434.4,84,93.6,54.54,55.45,40,90.91,,,,,,,,
479437.5,84,94.51,54.54,55.39,40,90.91,,,,,,,,
480119.5,84,93.35,54.54,55.44,40,90.91,,,,,,,,
482957.39,83,92.06,54.54,55.48,40,90.91,,,,,,,,
486698.6,84,93.11,54.54,55.46,40,90.91,,,,,,,,
487215.4,84,93.33,54.54,55.37,40,90.91,,,,,,,,
487521.1,83,91.31,54.54,55.46,40,90.91,,,,,,,,
488446.5,83,91.96,54.54,55.47,40,90.91,,,,,,,,
488447.265,83,91.75,54.54,55.48,40,90.91,,,,,,,,
492670.328,84,92.9,54.54,55.45,40,90.91,,,,,,,,
498388.3,83,91.42,54.54,55.46,40,90.91,,,,,,,,
511145.616,83,91.73,54.54,55.46,40,90.91,,,,,,,,
515619.6,84,93.37,54.54,55.39,40,90.91,,,,,,,,
515621.3,83,92.23,54.54,55.41,40,90.91,,,,,,,,
519441.6,85,95.72,54.54,55.32,40,90.91,,,,,,,,
521006.8,84,93.98,54.54,55.39,40,90.91,,,,,,,,
521097.5,84,94.52,54.54,55.37,40,90.91,,,,,,,,
523796.83,83,91.62,54.54,55.42,40,90.91,,,,,,,,
525283.9,85,55.37,54.54,55.37,40,90.91,,,,,,,,
525284.18,85,96.73,54.54,55.32,40,90.91,,,,,,,,
525381.4,84,93.85,54.54,55.39,40,90.91,,,,,,,,
529507.6,83,91.24,54.54,55.44,40,90.91,,,,,,,,
536232.3,84,94.33,54.54,55.41,40,90.91,,,,,,,,
546272.3,83,92.19,54.54,55.45,40,90.91,,,,,,,,
547048.4,83,91.77,54.54,55.44,40,90.91,,,,,,,,
553174.6,84,94.71,54.54,55.37,40,90.91,,,,,,,,
553190.4,85,97.09,54.54,55.29,40,90.91,,,,,,,,
553199.9,83,92.56,54.54,55.41,40,90.91,,,,,,,,
557600.4,84,93.65,54.54,55.44,40,90.91,,,,,,,,
561275.19,84,93.31,54.54,55.45,40,90.91,,,,,,,,
562971.11,83,92.74,54.54,55.47,40,90.91,,,,,,,,
568813.3,84,94.32,54.54,55.38,40,90.91,,,,,,,,
568814.3,83,90.58,54.54,55.39,40,90.91,,,,,,,,
569579.3,83,91.79,54.54,55.46,40,90.91,,,,,,,,
570508.6,85,95.46,54.54,55.34,40,90.91,,,,,,,,
572264.18,84,93.31,54.54,55.45,40,90.91,,,,,,,,
574093.3,84,92.89,54.54,55.38,40,90.91,,,,,,,,
574521.7,83,91.82,54.54,55.46,40,90.91,,,,,,,,
575584.58,84,93.85,54.54,55.44,40,90.91,,,,,,,,
577675.3,83,92.1,54.54,55.45,40,90.91,,,,,,,,
585054.5,83,92.28,54.54,55.46,40,90.91,,,,,,,,
585055.56,83,91.91,54.54,55.46,40,90.91,,,,,,,,
585538.3,85,96.08,54.54,55.34,40,90.91,,,,,,,,
591946.4,83,92.01,54.54,55.45,40,90.91,,,,,,,,
592021.13,84,92.86,54.54,55.45,40,90.91,,,,,,,,
645462.3,83,91.83,54.54,55.42,40,90.91,,,,,,,,
645463.57,83,92.58,54.54,55.42,40,90.91,,,,,,,,
645464.3,84,94.81,54.54,55.36,40,90.91,,,,,,,,
657310.3,84,93.93,54.54,55.41,40,90.91,,,,,,,,
657316.3,84,93.19,54.54,55.41,40,90.91,,,,,,,,
657317.3,84,93.67,54.54,55.39,40,90.91,,,,,,,,
657318.4,84,95.06,54.54,55.38,40,90.91,,,,,,,,
664662.5,85,96.54,54.54,55.22,40,90.91,,,,,,,,
698737.3,85,97.67,54.54,55.41,40,90.91,,,,,,,,
699034.5,83,91.56,54.54,55.42,40,90.91,,,,,,,,
699035.5,83,91.53,54.54,55.42,40,90.91,,,,,,,,
699036.5,84,93.24,54.54,55.42,40,90.91,,,,,,,,
699037.5,83,91.73,54.54,55.42,40,90.91,,,,,,,,
699186.6,84,93.98,54.54,55.41,40,90.91,,,,,,,,
699240.12,84,93.05,54.54,55.31,40,90.91,,,,,,,,
701042.4,83,91.47,54.54,55.45,40,90.91,,,,,,,,
701177.3,83,91.79,54.54,55.45,40,90.91,,,,,,,,
702439.159,85,95.96,54.54,55.36,40,90.91,,,,,,,,
710686.3,83,92.63,54.54,55.47,40,90.91,,,,,,,,
717960.3,84,94.93,54.54,55.35,40,90.91,,,,,,,,
718254.4,83,90.98,54.54,55.45,40,90.91,,,,,,,,
722438.5,85,96.38,54.54,55.21,40,90.91,,,,,,,,
722731.5,84,93.03,54.54,55.45,40,90.91,,,,,,,,
741093.3,83,91.6,54.54,55.46,40,90.91,,,,,,,,
748672.3,83,91.31,54.54,55.44,40,90.91,,,,,,,,
749219.3,84,94.26,54.54,55.4,40,90.91,,,,,,,,
754093.4,83,91.22,54.54,55.45,40,90.91,,,,,,,,
762948.4,84,93.88,54.54,55.4,40,90.91,,,,,,,,
765963.4,85,95.74,54.54,55.34,40,90.91,,,,,,,,
767031.3,84,94.81,54.54,55.37,40,90.91,,,,,,,,
768494.3,83,92.55,54.54,55.45,40,90.91,,,,,,,,
794851.3,85,95.97,54.54,55.34,40,90.91,,,,,,,,
857099.9,84,93.42,54.54,55.39,40,90.91,,,,,,,,
1003201.3,85,96.9,54.54,55.27,40,90.91,,,,,,,,
1006543.3,84,93.71,54.54,55.41,40,90.91,,,,,,,,
1009464.3,85,96.36,54.54,55.31,40,90.91,,,,,,,,
1010840.4,84,93.83,54.54,55.37,40,90.91,,,,,,,,
1031746.3,85,95.57,54.54,55.36,40,90.91,,,,,,,,
1032071.3,84,94.67,54.54,55.39,40,90.91,,,,,,,,
1038927.45,83,92.02,54.54,55.46,40,90.91,,,,,,,,
1041522.28,83,91.79,54.54,55.45,40,90.91,,,,,,,,
1045010.21,83,92.26,54.54,55.45,40,90.91,,,,,,,,
1048254.4,83,92,54.54,55.46,40,90.91,,,,,,,,
1048264.3,84,93.61,54.54,55.37,40,90.91,,,,,,,,
1055527.3,85,96.46,54.54,55.34,40,90.91,,,,,,,,
1055531.3,85,95.76,54.54,55.34,40,90.91,,,,,,,,
1055532.3,84,95.06,54.54,55.34,40,90.91,,,,,,,,
1078021.3,83,91.84,54.54,55.46,40,90.91,,,,,,,,
1078031.3,83,92.35,54.54,55.46,40,90.91,,,,,,,,
1086030.18,83,91.99,54.54,55.45,40,90.91,,,,,,,,
1089456.3,83,92.14,54.54,55.47,40,90.91,,,,,,,,
1091045.3,84,93.32,54.54,55.41,40,90.91,,,,,,,,
1092046.5,82,90.06,54.54,55.46,40,90.91,,,,,,,,
1093787.3,83,92.15,54.54,55.47,40,90.91,,,,,,,,
1093790.3,83,91.52,54.54,55.44,40,90.91,,,,,,,,
1095685.4,84,94.29,54.54,55.4,40,90.91,,,,,,,,
1096995.4,84,93.68,54.54,55.44,40,90.91,,,,,,,,
1096996.4,84,93.75,54.54,55.44,40,90.91,,,,,,,,
1096997.4,84,93.41,54.54,55.44,40,90.91,,,,,,,,
1112856.4,85,96.76,54.54,55.21,40,90.91,,,,,,,,
1122984.13,85,95.52,54.54,55.35,40,90.91,,,,,,,,
1123523.3,84,93.42,54.54,55.42,40,90.91,,,,,,,,
1123862.3,83,91.37,54.54,55.47,40,90.91,,,,,,,,
1124626.4,83,92.59,54.54,55.46,40,90.91,,,,,,,,
1126011.4,84,93.8,54.54,55.41,40,90.91,,,,,,,,
1127122.3,85,96.32,54.54,55.35,40,90.91,,,,,,,,
1132508.3,82,89.94,54.54,55.46,40,90.91,,,,,,,,
1134454.3,83,92.17,54.54,55.41,40,90.91,,,,,,,,
1134687.562,83,91.21,54.54,55.47,40,90.91,,,,,,,,
1138383.28,83,91.39,54.54,55.46,40,90.91,,,,,,,,
1150773.3,84,94.19,54.54,55.37,40,90.91,,,,,,,,
155096.3,85,97.26,54.54,55.21,40,90.91,,,,,,,,
1155766.14,83,91.01,54.54,55.4,40,90.91,,,,,,,,
1163739.3,85,96.3,54.54,55.34,40,90.91,,,,,,,,
1163740.3,85,95.96,54.54,55.34,40,90.91,,,,,,,,
1163741.3,85,95.51,54.54,55.34,40,90.91,,,,,,,,
1163742.2,85,96.01,54.54,55.34,40,90.91,,,,,,,,
1163743.3,85,96.11,54.54,55.34,40,90.91,,,,,,,,
1170318.3,83,92.13,54.54,55.41,40,90.91,,,,,,,,
1173427.6,83,90.83,54.54,55.46,40,90.91,,,,,,,,
1185650.4,84,93.73,54.54,55.46,40,90.91,,,,,,,,
1191061.3,83,91.1,54.54,55.47,40,90.91,,,,,,,,
1196159.3,84,93.99,54.54,55.41,40,90.91,,,,,,,,
1196160.3,84,93.87,54.54,55.41,40,90.91,,,,,,,,
1196162.3,84,93.9,54.54,55.41,40,90.91,,,,,,,,
1196163.3,84,93.8,54.54,55.42,40,90.91,,,,,,,,
1196166.3,84,94.04,54.54,55.41,40,90.91,,,,,,,,
1196167.3,84,94.07,54.54,55.41,40,90.91,,,,,,,,
1196169.3,84,94.14,54.54,55.41,40,90.91,,,,,,,,
1196171.3,84,93.92,54.54,55.42,40,90.91,,,,,,,,
1196172.3,84,94.14,54.54,55.41,40,90.91,,,,,,,,
1196174.3,84,94.02,54.54,55.42,40,90.91,,,,,,,,
1196176.3,84,93.99,54.54,55.41,40,90.91,,,,,,,,
1196177.3,84,94.1,54.54,55.41,40,90.91,,,,,,,,
1196178.3,84,93.91,54.54,55.41,40,90.91,,,,,,,,
1196179.3,84,94.14,54.54,55.41,40,90.91,,,,,,,,
1196180.3,84,93.99,54.54,55.42,40,90.91,,,,,,,,
1196181.4,84,94.1,54.54,55.41,40,90.91,,,,,,,,
1196184.3,84,94.04,54.54,55.41,40,90.91,,,,,,,,
1196186.3,84,94.16,54.54,55.41,40,90.91,,,,,,,,
1196189.3,84,94.1,54.54,55.41,40,90.91,,,,,,,,
1196190.3,84,94,54.54,55.41,40,90.91,,,,,,,,
1196191.3,84,93.77,54.54,55.42,40,90.91,,,,,,,,
1198627.3,84,93.37,54.54,55.46,40,90.91,,,,,,,,
1199187.3,84,93.86,54.54,55.45,40,90.91,,,,,,,,
1199191.3,84,93.64,54.54,55.43,40,90.91,,,,,,,,
1200752.3,83,91.84,54.54,55.46,40,90.91,,,,,,,,
1203599.7,83,91.58,54.54,55.45,40,90.91,,,,,,,,
1205674.3,84,93.42,54.54,55.45,40,90.91,,,,,,,,
1205675.3,84,93.68,54.54,55.44,40,90.91,,,,,,,,
1205676.3,84,93.71,54.54,55.44,40,90.91,,,,,,,,
1205677.3,84,93.24,54.54,55.45,40,90.91,,,,,,,,
1206745.3,85,95.6,54.54,55.36,40,90.91,,,,,,,,
1207470.4,84,93.25,54.54,55.37,40,90.91,,,,,,,,
1214063.4,84,93.08,54.54,55.46,40,90.91,,,,,,,,
1215088.3,84,93.2,54.54,55.47,40,90.91,,,,,,,,
1224154.5,83,91.7,54.54,55.44,40,90.91,,,,,,,,
1224745.3,84,92.96,54.54,55.42,40,90.91,,,,,,,,
1225181.3,83,90.75,54.54,55.47,40,90.91,,,,,,,,
1225197.5,83,91.65,54.54,55.39,40,90.91,,,,,,,,
1229492.3,84,93.66,54.54,55.41,40,90.91,,,,,,,,
1232659.5,84,93.67,54.54,55.39,40,90.91,,,,,,,,
1234380.3,83,91.95,54.54,55.41,40,90.91,,,,,,,,
1235829.3,84,93.21,54.54,55.37,40,90.91,,,,,,,,
1236608.7,84,93.91,54.54,55.4,40,90.91,,,,,,,,
1238993.3,85,97.04,54.54,55.21,40,90.91,,,,,,,,
1241582.3,83,92.2,54.54,55.47,40,90.91,,,,,,,,
1241583.3,83,91.94,54.54,55.47,40,90.91,,,,,,,,
1241616.6,84,93.25,54.54,55.42,40,90.91,,,,,,,,
1243619.3,83,91.59,54.54,55.46,40,90.91,,,,,,,,
1243621.3,83,91.57,54.54,55.46,40,90.91,,,,,,,,
1244085.3,83,91.38,54.54,55.47,40,90.91,,,,,,,,
1244111.3,83,91.77,54.54,55.46,40,90.91,,,,,,,,
1244112.3,83,91.34,54.54,55.46,40,90.91,,,,,,,,
1244113.3,83,92.28,54.54,55.46,40,90.91,,,,,,,,
1244118.3,83,91.42,54.54,55.45,40,90.91,,,,,,,,
1244119.3,83,90.68,54.54,55.45,40,90.91,,,,,,,,
1244120.3,83,91.81,54.54,55.46,40,90.91,,,,,,,,
1244529.3,84,94.53,54.54,55.37,40,90.91,,,,,,,,
1247414.3,84,94.42,54.54,55.4,40,90.91,,,,,,,,
1248902.3,83,92.07,54.54,55.46,40,90.91,,,,,,,,
1248915.3,83,92.27,54.54,55.46,40,90.91,,,,,,,,
1249468.3,83,91.85,54.54,55.48,40,90.91,,,,,,,,
1249469.3,83,91.96,54.54,55.47,40,90.91,,,,,,,,
1249470.6,83,91.77,54.54,55.47,40,90.91,,,,,,,,
1249475.3,83,91.73,54.54,55.48,40,90.91,,,,,,,,
1249615.4,84,93.26,54.54,55.43,40,90.91,,,,,,,,
1249650.3,85,96.07,54.54,55.29,40,90.91,,,,,,,,
1249651.3,85,96.16,54.54,55.29,40,90.91,,,,,,,,
1249652.3,85,96.39,54.54,55.29,40,90.91,,,,,,,,
1249653.3,85,96.65,54.54,55.29,40,90.91,,,,,,,,
1249654.3,85,96.09,54.54,55.29,40,90.91,,,,,,,,
1249655.3,85,96.33,54.54,55.29,40,90.91,,,,,,,,
1249656.3,85,95.91,54.54,55.3,40,90.91,,,,,,,,
1249658.4,83,91.97,54.54,55.47,40,90.91,,,,,,,,
1249659.3,83,91.92,54.54,55.47,40,90.91,,,,,,,,
1249663.3,83,92.61,54.54,55.47,40,90.91,,,,,,,,
1260222.3,85,95.83,54.54,55.29,40,90.91,,,,,,,,
1260223.3,85,95.66,54.54,55.29,40,90.91,,,,,,,,
1262462.5,83,92.73,54.54,55.45,40,90.91,,,,,,,,
1262464.3,84,92.82,54.54,55.45,40,90.91,,,,,,,,
1262466.3,84,92.86,54.54,55.45,40,90.91,,,,,,,,
1262467.6,83,92.29,54.54,55.45,40,90.91,,,,,,,,
1262525.3,84,93.75,54.54,55.45,40,90.91,,,,,,,,
1262526.3,84,93.81,54.54,55.44,40,90.91,,,,,,,,
1262529.3,83,91.93,54.54,55.45,40,90.91,,,,,,,,
1263756.3,85,97.23,54.54,55.21,40,90.91,,,,,,,,
1262757.3,85,96.24,54.54,55.21,40,90.91,,,,,,,,
1263758.3,85,96.72,54.54,55.21,40,90.91,,,,,,,,
1263760.3,85,96.73,54.54,55.21,40,90.91,,,,,,,,
1263761.3,85,96.19,54.54,55.21,40,90.91,,,,,,,,
1263762.3,85,96.64,54.54,55.21,40,90.91,,,,,,,,
1263763.3,85,96.9,54.54,55.21,40,90.91,,,,,,,,
1263835.4,85,96.34,54.54,55.21,40,90.91,,,,,,,,
1263871.1,83,91.74,54.54,55.47,40,90.91,,,,,,,,
1266446.3,84,93.71,54.54,55.45,40,90.91,,,,,,,,
1267000.5,85,97.3,54.54,55.14,40,90.91,,,,,,,,
1267754.3,84,95.22,54.54,55.4,40,90.91,,,,,,,,
1280938.3,83,92.22,54.54,55.47,40,90.91,,,,,,,,
1280940.3,85,96.77,54.54,55.21,40,90.91,,,,,,,,
1284663.3,84,93.43,54.54,55.4,40,90.91,,,,,,,,
1287066.3,84,93.75,54.54,55.4,40,90.91,,,,,,,,
1290427.3,85,96.97,54.54,55.28,40,90.91,,,,,,,,
1290428.3,86,98.11,54.54,55.28,40,90.91,,,,,,,,
1295140.4,67,50.59,54.54,55.4,40,90.91,,,,,,,,
1295765.3,84,93.77,54.54,55.45,40,90.91,,,,,,,,
1296536.96,83,92.46,54.54,55.46,40,90.91,,,,,,,,
1299325.4,84,93.25,54.54,55.46,40,90.91,,,,,,,,
1299326.5,84,92.89,54.54,55.46,40,90.91,,,,,,,,
1299328.5,84,92.94,54.54,55.46,40,90.91,,,,,,,,
1299329.4,83,91.69,54.54,55.46,40,90.91,,,,,,,,
1299330.4,83,91.68,54.54,55.46,40,90.91,,,,,,,,
1299331.5,83,91.35,54.54,55.45,40,90.91,,,,,,,,
1303024.3,83,92.74,54.54,55.46,40,90.91,,,,,,,,
1305738.8,84,93.22,54.54,55.45,40,90.91,,,,,,,,
1305849.3,84,92.82,54.54,55.41,40,90.91,,,,,,,,
1306417.5,83,92.07,54.54,55.47,40,90.91,,,,,,,,
1306419.4,83,91.61,54.54,55.48,40,90.91,,,,,,,,
1306420.5,83,91.82,54.54,55.47,40,90.91,,,,,,,,
1306421.4,83,91.81,54.54,55.48,40,90.91,,,,,,,,
1307427.5,84,95.34,54.54,55.35,40,90.91,,,,,,,,
1307428.4,85,95.82,54.54,55.36,40,90.91,,,,,,,,
1307442.5,84,94.53,54.54,55.38,40,90.91,,,,,,,,
1307443.5,85,95.59,54.54,55.37,40,90.91,,,,,,,,
1307444.5,85,95.63,54.54,55.37,40,90.91,,,,,,,,
1308539.8,83,91.73,54.54,55.47,40,90.91,,,,,,,,
1311573.5,85,95.96,54.54,55.34,40,90.91,,,,,,,,
1316254.3,85,95.44,54.54,55.39,40,90.91,,,,,,,,
1316408.3,84,94.19,54.54,55.38,40,90.91,,,,,,,,
1316409.3,84,94.31,54.54,55.38,40,90.91,,,,,,,,
1316410.3,83,92.16,54.54,55.39,40,90.91,,,,,,,,
1316411.3,83,92.33,54.54,55.37,40,90.91,,,,,,,,
1316412.3,83,92.28,54.54,55.39,40,90.91,,,,,,,,
1316413.3,84,94.79,54.54,55.38,40,90.91,,,,,,,,
1316414.3,83,90.88,54.54,55.41,40,90.91,,,,,,,,
1321369.3,83,91.41,54.54,55.41,40,90.91,,,,,,,,
1321939.6,85,96.96,54.54,55.34,40,90.91,,,,,,,,
1321940.5,85,96.02,54.54,55.35,40,90.91,,,,,,,,
1328325.3,83,91.34,54.54,55.47,40,90.91,,,,,,,,
1333849.3,83,92.33,54.54,55.46,40,90.91,,,,,,,,
1333850.3,83,91.08,54.54,55.46,40,90.91,,,,,,,,
1333851.3,82,89.73,54.54,55.46,40,90.91,,,,,,,,
1333852.3,83,91.21,54.54,55.47,40,90.91,,,,,,,,
1335307.3,83,91.97,54.54,55.47,40,90.91,,,,,,,,
1338032.3,83,91.18,54.54,55.46,40,90.91,,,,,,,,
1338034.3,83,91.32,54.54,55.46,40,90.91,,,,,,,,
1338035.3,84,95.09,54.54,55.37,40,90.91,,,,,,,,
1340842.3,84,94.83,54.54,55.37,40,90.91,,,,,,,,
1340851.3,83,92.07,54.54,55.47,40,90.91,,,,,,,,
1341656.4,84,93.44,54.54,55.41,40,90.91,,,,,,,,
1343064.4,83,91.64,54.54,55.42,40,90.91,,,,,,,,
1344043.3,84,93.62,54.54,55.44,40,90.91,,,,,,,,
1344044.3,84,93.86,54.54,55.44,40,90.91,,,,,,,,
1344045.3,84,93.69,54.54,55.44,40,90.91,,,,,,,,
1344046.3,84,93.93,54.54,55.45,40,90.91,,,,,,,,
1344047.3,84,93.64,54.54,55.44,40,90.91,,,,,,,,
1344048.3,84,93.78,54.54,55.45,40,90.91,,,,,,,,
1346765.3,84,93.57,54.54,55.45,40,90.91,,,,,,,,
1346766.3,84,93.5,54.54,55.44,40,90.91,,,,,,,,
1346767.3,84,93.81,54.54,55.45,40,90.91,,,,,,,,
1346768.3,84,93.48,54.54,55.44,40,90.91,,,,,,,,
1346770.3,84,93.65,54.54,55.44,40,90.91,,,,,,,,
1346771.3,84,93.37,54.54,55.45,40,90.91,,,,,,,,
1346772.3,84,93.54,54.54,55.45,40,90.91,,,,,,,,
1346773.3,84,93.26,54.54,55.45,40,90.91,,,,,,,,
1346774.3,84,93.45,54.54,55.45,40,90.91,,,,,,,,
1346775.3,84,93.77,54.54,55.44,40,90.91,,,,,,,,
1346776.3,84,93.52,54.54,55.44,40,90.91,,,,,,,,
1346777.3,84,93.33,54.54,55.44,40,90.91,,,,,,,,
1346778.3,84,93.54,54.54,55.44,40,90.91,,,,,,,,
1346779.3,84,93.83,54.54,55.44,40,90.91,,,,,,,,
1346780.3,84,93.42,54.54,55.44,40,90.91,,,,,,,,
1346781.3,84,93.72,54.54,55.44,40,90.91,,,,,,,,
1345782.3,84,93.76,54.54,55.4,40,90.91,,,,,,,,
1346783.3,84,93.78,54.54,55.45,40,90.91,,,,,,,,
1346784.3,84,93.86,54.54,55.44,40,90.91,,,,,,,,
1346785.3,84,93.54,54.54,55.44,40,90.91,,,,,,,,
1346786.3,84,93.29,54.54,55.44,40,90.91,,,,,,,,
1346787.3,84,93.76,54.54,55.44,40,90.91,,,,,,,,
1346788.3,84,92.93,54.54,55.44,40,90.91,,,,,,,,
1348662.3,84,93.65,54.54,55.4,40,90.91,,,,,,,,
1349827.3,84,95.05,54.54,55.37,40,90.91,,,,,,,,
1352355.3,84,92.05,54.54,55.47,40,90.91,,,,,,,,
1352356.3,85,96.32,54.54,55.35,40,90.91,,,,,,,,
1352570.3,84,93.69,54.54,55.45,40,90.91,,,,,,,,
1352571.3,84,93.46,54.54,55.44,40,90.91,,,,,,,,
1352572.3,84,93.65,54.54,55.44,40,90.91,,,,,,,,
1352573.3,84,92.91,54.54,55.45,40,90.91,,,,,,,,
1352574.3,84,93.36,54.54,55.44,40,90.91,,,,,,,,
1352575.3,84,93.64,54.54,55.44,40,90.91,,,,,,,,
1352576.3,84,93.71,54.54,55.44,40,90.91,,,,,,,,
1352577.3,83,92.57,54.54,55.44,40,90.91,,,,,,,,
1352578.3,84,93.54,54.54,55.45,40,90.91,,,,,,,,
1352579.3,84,93.87,54.54,55.44,40,90.91,,,,,,,,
1352580.3,84,93.69,54.54,55.44,40,90.91,,,,,,,,
1352581.3,84,93.25,54.54,55.44,40,90.91,,,,,,,,
1352582.3,84,93.34,54.54,55.45,40,90.91,,,,,,,,
1352583.3,84,93.45,54.54,55.45,40,90.91,,,,,,,,
1352584.3,84,93.5,54.54,55.44,40,90.91,,,,,,,,
1352585.3,84,93.68,54.54,55.45,40,90.91,,,,,,,,
1352586.3,84,93.73,54.54,55.44,40,90.91,,,,,,,,
1352587.3,84,93.65,54.54,55.44,40,90.91,,,,,,,,
1352588.3,84,93.66,54.54,55.45,40,90.91,,,,,,,,
1352589.3,84,93.67,54.54,55.45,40,90.91,,,,,,,,
1352590.3,84,93.36,54.54,55.45,40,90.91,,,,,,,,
1352591.3,84,93.26,54.54,55.44,40,90.91,,,,,,,,
1352592.3,84,93.84,54.54,55.45,40,90.91,,,,,,,,
1352593.3,84,93.63,54.54,55.45,40,90.91,,,,,,,,
1352594.3,84,93.7,54.54,55.44,40,90.91,,,,,,,,
1352595.3,84,93.55,54.54,55.45,40,90.91,,,,,,,,
1352596.3,84,93.49,54.54,55.44,40,90.91,,,,,,,,
1352597.3,84,93.67,54.54,55.45,40,90.91,,,,,,,,
1352598.3,84,93.11,54.54,55.45,40,90.91,,,,,,,,
1352599.3,84,93.52,54.54,55.44,40,90.91,,,,,,,,
1352600.3,84,93.49,54.54,55.45,40,90.91,,,,,,,,
1355100.3,83,92.07,54.54,55.46,40,90.91,,,,,,,,
1355101.3,83,91.94,54.54,55.45,40,90.91,,,,,,,,
1356855.3,83,92.05,54.54,55.47,40,90.91,,,,,,,,
1357994.3,84,96.96,54.54,55.37,40,90.91,,,,,,,,
1358410.3,84,95.12,54.54,55.37,40,90.91,,,,,,,,
1359155.3,85,96.93,54.54,55.29,40,90.91,,,,,,,,
1359159.3,85,96.75,54.54,55.29,40,90.91,,,,,,,,
1359162.3,85,96.33,54.54,55.29,40,90.91,,,,,,,,
1380767.3,84,94.9,54.54,55.37,40,90.91,,,,,,,,
1380768.3,84,95.09,54.54,55.37,40,90.91,,,,,,,,
1380908.3,83,91.8,54.54,55.47,40,90.91,,,,,,,,
1382920.3,85,96.33,54.54,55.34,40,90.91,,,,,,,,
1382921.3,85,95.97,54.54,55.34,40,90.91,,,,,,,,
1382922.3,85,95.65,54.54,55.34,40,90.91,,,,,,,,
1382923.2,85,95.61,54.54,55.34,40,90.91,,,,,,,,
1382924.3,85,96.05,54.54,55.34,40,90.91,,,,,,,,
1382925.3,85,96.13,54.54,55.34,40,90.91,,,,,,,,
1382926.3,85,96.4,54.54,55.34,40,90.91,,,,,,,,
1382927.3,85,96.1,54.54,55.34,40,90.91,,,,,,,,
1383068.3,84,94.9,54.54,55.37,40,90.91,,,,,,,,
1385930.3,83,92.34,54.54,55.47,40,90.91,,,,,,,,
1386087.3,84,94.13,54.54,55.4,40,90.91,,,,,,,,
1386968.3,84,93.56,54.54,55.41,40,90.91,,,,,,,,
1391726.3,85,95.97,54.54,55.34,40,90.91,,,,,,,,
1392476.3,84,93.4,54.54,55.41,40,90.91,,,,,,,,
1392499.4,83,91.69,54.54,55.47,40,90.91,,,,,,,,
1395589.3,84,94.25,54.54,55.34,40,90.91,,,,,,,,
1403335.5,85,95.84,54.54,55.36,40,90.91,,,,,,,,
1403336.3,85,96.17,54.54,55.35,40,90.91,,,,,,,,
1403338.3,85,96.45,54.54,55.36,40,90.91,,,,,,,,
1407059.3,83,92.03,54.54,55.47,40,90.91,,,,,,,,
1407462.3,85,95.93,54.54,55.34,40,90.91,,,,,,,,
1407463.3,85,96.86,54.54,55.34,40,90.91,,,,,,,,
1408268.58,84,94.46,54.54,55.4,40,90.91,,,,,,,,
1408283.5,83,92.98,54.54,55.41,40,90.91,,,,,,,,
1412451.3,84,93.26,54.54,55.46,40,90.91,,,,,,,,
1412452.3,83,92.01,54.54,55.46,40,90.91,,,,,,,,
1412592.3,83,91.84,54.54,55.45,40,90.91,,,,,,,,
1413215.3,84,93.1,54.54,55.44,40,90.91,,,,,,,,
1415775.6,83,91.06,54.54,55.41,40,90.91,,,,,,,,
1420012.3,83,91.2,54.54,55.47,40,90.91,,,,,,,,
1420013.3,83,91.52,54.54,55.47,40,90.91,,,,,,,,
1420885.6,83,91.56,54.54,55.44,40,90.91,,,,,,,,
1427342.3,83,91.97,54.54,55.47,40,90.91,,,,,,,,
1427374.3,84,93.97,54.54,55.38,40,90.91,,,,,,,,
1431450.3,85,96.39,54.54,55.35,40,90.91,,,,,,,,
1435046.4,83,91.83,54.54,55.45,40,90.91,,,,,,,,
1435985.3,67,49.14,54.54,55.47,40,90.91,,,,,,,,
1435994.3,83,91.87,54.54,55.47,40,90.91,,,,,,,,
1437000.3,83,92.11,54.54,55.47,40,90.91,,,,,,,,
1437007.3,84,93.38,54.54,55.37,40,90.91,,,,,,,,
1437008.3,84,93.51,54.54,55.38,40,90.91,,,,,,,,
1437873.4,83,92.05,54.54,55.47,40,90.91,,,,,,,,
1440052.3,83,92.59,54.54,55.45,40,90.91,,,,,,,,
1440772.3,84,93.69,54.54,55.37,40,90.91,,,,,,,,
1441379.3,85,96.29,54.54,55.21,40,90.91,,,,,,,,
1452727.3,84,93.12,54.54,55.45,40,90.91,,,,,,,,
1454640.3,83,90.94,54.54,55.46,40,90.91,,,,,,,,
1454641.3,83,90.94,54.54,55.46,40,90.91,,,,,,,,
1454642.3,83,91.09,54.54,55.46,40,90.91,,,,,,,,
